Title,Journal,PMID,Year,x,y,Labels,Colors
Role of adipose tissue in free fatty acid metabolism in hemorrhagic hypotension and shock.,Metabolism: clinical and experimental,1138160,1975.0,34.883,102.582,unlabeled,#D3D3D3
Reduction of hospital mortality from acute myocardial infarction by anticoagulant therapy.,The New England journal of medicine,1138162,1975.0,98.702,67.657,unlabeled,#D3D3D3
Retrospective evidence favoring use of anticoagulants for myocardial infarctions.,The New England journal of medicine,1138163,1975.0,98.793,67.627,unlabeled,#D3D3D3
Reserpine and breast cancer in a retirement community.,The New England journal of medicine,1138164,1975.0,85.735,-53.003,unlabeled,#D3D3D3
Medical malpractice.,The New England journal of medicine,1138165,1975.0,57.759,-195.057,unlabeled,#D3D3D3
Recurrent ventricular fibrillation and modes of death in survivors of out-of-hospital ventricular fibrillation.,The New England journal of medicine,1138178,1975.0,98.199,79.387,unlabeled,#D3D3D3
Transbronchinal lung biopsy for the diagnosis of sarcoidosis.,The New England journal of medicine,1138179,1975.0,130.29,117.81,unlabeled,#D3D3D3
Carcinoma of the urinary bladder in patients receiving cyclophosphamide.,The New England journal of medicine,1138180,1975.0,143.083,71.126,unlabeled,#D3D3D3
A proton magnetic resonance investigation of the glycosyl torsion angle of uracil nucleosides and nucleotides.,Nucleic acids research,1138232,1975.0,-196.412,33.844,unlabeled,#D3D3D3
A clarification of the complex spectrum observed with the ultraviolet circular dichroism of ethidium bromide bound to DNA.,Nucleic acids research,1138233,1975.0,-192.484,29.326,unlabeled,#D3D3D3
A new method for mapping nucleic acid sequence homology by electron microscopy.,Nucleic acids research,1138234,1975.0,-109.01,43.962,unlabeled,#D3D3D3
Influence of molecular weight of DNA on the determination of anti-DNA antibodies in systemic lupus erythematosus (SLE) sera by radioimmunoassay.,Nucleic acids research,1138235,1975.0,-136.681,92.859,unlabeled,#D3D3D3
"Thoracic and cervical myelography with metrizamide. Clinical experiences with a water-soluble, non-ionic contrast medium.",Radiology,1138257,1975.0,151.331,8.558,radiology,#00FECF
Familial neuroblastoma presenting as multiple tumors.,Radiology,1138258,1975.0,148.061,99.305,radiology,#00FECF
"The ""patellar ratio"" in hemophilia and juvenile rheumatoid arthritis.",Radiology,1138259,1975.0,165.703,-68.685,radiology,#00FECF
Mangement of squamous cell carcinoma of the oral tongue and floor of mouth after excisional biopsy.,Radiology,1138260,1975.0,121.019,145.331,radiology,#00FECF
Optimization of dose distributions in moving-strip therapy using a minicomputer.,Radiology,1138262,1975.0,-12.771,-82.864,radiology,#00FECF
Endothelial repair of radiation damage following beta irradiation.,Radiology,1138263,1975.0,-45.136,62.193,radiology,#00FECF
Spatial distribution of effects of negative poins on cultured human cells.,Radiology,1138264,1975.0,-42.953,67.171,radiology,#00FECF
Radiology of the Swan-Ganz catheter and associated pulmonary complications.,Radiology,1138265,1975.0,174.428,51.927,radiology,#00FECF
Biological effects of the Los Alamos meson beam on cells in culture.,Radiology,1138266,1975.0,-64.772,154.716,radiology,#00FECF
Effects of contrast agents on the blood-brain barrier. An electron microscopic study.,Radiology,1138267,1975.0,18.027,127.954,radiology,#00FECF
"Small bowel biopsy by coaxial catheter. A simple, rapid technique.",Radiology,1138268,1975.0,188.816,18.544,radiology,#00FECF
Evaluation of a videodensitometric method for monitoring the left ventricular contractile state.,Radiology,1138269,1975.0,74.83,66.397,radiology,#00FECF
Prostaglandin E1 as a pharmacoangiographic agent for arterial portography.,Radiology,1138270,1975.0,36.022,106.433,radiology,#00FECF
An animal model of radionuclide venography.,Radiology,1138271,1975.0,127.114,-4.763,radiology,#00FECF
"A new method for determining the neutron response function of ""neutron insensitive"" dosimeters. Method and preliminary determinations.",Radiology,1138272,1975.0,-21.322,-84.101,radiology,#00FECF
Lateral projections with inclined head for angiography of basal cerebral aneurysms.,Radiology,1138273,1975.0,153.188,8.495,radiology,#00FECF
"Preparation, quality control and clinical acceptance of labeled Macrotec.",Radiology,1138275,1975.0,-39.721,48.778,radiology,#00FECF
Editorial: Guidelines for radioactive tracer studies of the heart and circulation. Report of the Inter-society Commission for Heart Disease Resources.,Radiology,1138277,1975.0,84.253,-191.433,radiology,#00FECF
Interpretation of roentgenograms via interactive television.,Radiology,1138279,1975.0,-15.611,-93.965,radiology,#00FECF
Angiographic findings in multiple bile-duct hamartomas of the liver.,Radiology,1138280,1975.0,165.359,100.05,radiology,#00FECF
The clinical indications for arteriography in trauma to the extremity. A review of 114 cases.,Radiology,1138281,1975.0,169.337,-3.439,radiology,#00FECF
Contraction of the canine gallbladder in different degrees of common bile duct obstruction.,Radiology,1138282,1975.0,27.483,83.631,radiology,#00FECF
Roentgenographic measurement of skin thickness in normal individuals.,Radiology,1138283,1975.0,37.463,32.53,radiology,#00FECF
Coracoid process fracture diagnosis in acromioclavicular separation.,Radiology,1138284,1975.0,201.047,-39.845,radiology,#00FECF
Ruptured corpus luteum with hemoperitoneum.,Radiology,1138285,1975.0,168.666,37.193,radiology,#00FECF
Emergency room radiology: a format for instructing house staff.,Radiology,1138287,1975.0,134.173,-158.444,radiology,#00FECF
Anterior inferior cerebellar artery originating from the cavernous portion of the internal carotid artery.,Radiology,1138290,1975.0,144.1,15.831,radiology,#00FECF
Multiple sites of interaction between prostaglandins and non-steroidal anti-inflammatory agents.,Prostaglandins,1138291,1975.0,-38.764,140.95,unlabeled,#D3D3D3
Effects of prostaglandin antagonist SC-19220 on body temperature and on hyperthermic responses to prostaglandin E-1 and leukocytic pyrogen in the cat.,Prostaglandins,1138292,1975.0,32.54,135.755,unlabeled,#D3D3D3
15-Methylation augments the cardiovascular effects of prostaglandin F-2alpha.,Prostaglandins,1138293,1975.0,40.236,100.37,unlabeled,#D3D3D3
Modulation by prostaglandins of contractions in guinea-pig ileum.,Prostaglandins,1138294,1975.0,2.885,185.612,unlabeled,#D3D3D3
Effects of indomethacin on venoconstrictor responses to bradykinin and norepinephrine.,Prostaglandins,1138295,1975.0,0.045,192.265,unlabeled,#D3D3D3
The synthesis and biological activity of alkyloxy prostaglandin analogues.,Prostaglandins,1138296,1975.0,-185.982,90.998,unlabeled,#D3D3D3
A mass fragmentographic method for the quantitative evaluation of brain prostaglandin biosynthesis.,Prostaglandins,1138297,1975.0,-121.244,63.791,unlabeled,#D3D3D3
The effect of intra-uterine prostaglandin F-2alpha on corpus luteum function in the human.,Prostaglandins,1138300,1975.0,-1.668,55.983,unlabeled,#D3D3D3
Assessment of possible luteolytic effect on intra-ovarian injection of prostaglandin F-2ALPHA in the human.,Prostaglandins,1138301,1975.0,-1.886,56.565,unlabeled,#D3D3D3
Effects of prostaglandins E-1 and F-2ALPHA on serum luteinizing hormone concentration and on some sexual functions in male rabbits.,Prostaglandins,1138302,1975.0,-2.433,61.229,unlabeled,#D3D3D3
The excretion of prostaglandin F-2ALPHA in milk of cows.,Prostaglandins,1138303,1975.0,-2.728,56.521,unlabeled,#D3D3D3
The relaxant property of local prostaglandin E-2 on the non-pregnant uterus - a cyclic triphasic response.,Prostaglandins,1138304,1975.0,29.693,33.3,unlabeled,#D3D3D3
Termination of second trimester pregnancy with intra-amniotic 15 (S) 15 methyl prostaglandin F-2alpha - a two dose schedule study.,Prostaglandins,1138305,1975.0,82.494,-33.88,unlabeled,#D3D3D3
Midtrimester pregnancy interruption and the placental progesterone levels.,Prostaglandins,1138306,1975.0,82.471,-33.943,unlabeled,#D3D3D3
Prostaglandins F in uterine and ovarian venous plasma from nonpregnant and pregnant ewes collected by cannulation.,Prostaglandins,1138307,1975.0,-2.678,56.321,unlabeled,#D3D3D3
Protein absorption from the perricardial cavity.,Research in experimental medicine. Zeitschrift fur die gesamte experimentelle Medizin einschliesslich experimenteller Chirurgie,1138319,1975.0,41.486,103.161,unlabeled,#D3D3D3
"The metabolism and organ distribution of 5,6-trans-25-hydroxycholecalciferol, an analog of vitamin D-3 in vitamin D-deficient rats.",Research in experimental medicine. Zeitschrift fur die gesamte experimentelle Medizin einschliesslich experimenteller Chirurgie,1138320,1975.0,-50.851,155.023,unlabeled,#D3D3D3
The incidence of gastric ulcer in Copenhagen county.,Scandinavian journal of gastroenterology,1138324,1975.0,97.352,-60.803,unlabeled,#D3D3D3
The effect of the site of lesion and extent of resection on duodenal bile acid concentration and vitamin B12 absorption in Crohn's disease.,Scandinavian journal of gastroenterology,1138325,1975.0,47.188,53.115,unlabeled,#D3D3D3
"Chronic persistent hepatitis. A clinical, serological, and prognostic study.",Scandinavian journal of gastroenterology,1138326,1975.0,54.644,51.775,unlabeled,#D3D3D3
The effect of cholecystokinin on electrical spike potentials and intraluminal pressure variations in the human small intestine.,Scandinavian journal of gastroenterology,1138327,1975.0,27.696,84.157,unlabeled,#D3D3D3
The incidence of lactose malabsorption in ulcerative colitis.,Scandinavian journal of gastroenterology,1138328,1975.0,46.229,51.788,unlabeled,#D3D3D3
Increased plasma gastrin levels in connection with inhibition of gastric acid responses to sham feeding following bulbar perfusion with acid in dogs.,Scandinavian journal of gastroenterology,1138329,1975.0,24.583,83.698,unlabeled,#D3D3D3
"Effect of bulbar perfusion with acid, hypertonic solutions, and acetylcholine on gastric acid secretion in dogs.",Scandinavian journal of gastroenterology,1138330,1975.0,24.342,83.925,unlabeled,#D3D3D3
"Effect of 16,16-dimethylPGE2 on gastric emptying and intestinal transit of a barium-food test meal in man.",Scandinavian journal of gastroenterology,1138331,1975.0,28.361,82.366,unlabeled,#D3D3D3
Liver failure and drug metabolism.,Scandinavian journal of gastroenterology,1138332,1975.0,11.142,-1.746,unlabeled,#D3D3D3
The formation of bile acids in patients with portal liver cirrhosis.,Scandinavian journal of gastroenterology,1138333,1975.0,10.276,87.803,unlabeled,#D3D3D3
The uptake of vitamin B12 by the sediment of jejunal contents in patients with the blind-loop syndrome.,Scandinavian journal of gastroenterology,1138334,1975.0,47.597,52.337,unlabeled,#D3D3D3
Biliary lipids during vitamin C feeding in healthy persons.,Scandinavian journal of gastroenterology,1138335,1975.0,10.627,88.861,unlabeled,#D3D3D3
Lactoferrin in the duodenal juice of patients with chronic calcifying pancreatitis.,Scandinavian journal of gastroenterology,1138336,1975.0,49.479,54.207,unlabeled,#D3D3D3
Factors interfering with the comfort of old people in homes for the aged.,Scandinavian journal of social medicine,1138349,1975.0,96.361,-93.847,unlabeled,#D3D3D3
Varicose ulcers.,Scandinavian journal of social medicine,1138350,1975.0,167.894,-36.184,unlabeled,#D3D3D3
Organisational structure and its effect on the therapeutic activity and effectiveness in an american mental health center.,Scandinavian journal of social medicine,1138351,1975.0,57.513,-171.866,unlabeled,#D3D3D3
